Dice_coefficient,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/C,config/penalty,config/loss,config/multi_class,logdir
0.8464027516079068,1711625786,,False,1,9ed36_00116,2024-03-28_12-36-26,418.74655628204346,418.74655628204346,3372,PrF-NB-PoselHP1,127.0.0.1,418.74655628204346,1,2.0,l2,squared_hinge,ovr,9ed36_00116
0.8464027135956513,1711628334,,False,1,9ed36_00123,2024-03-28_13-18-54,448.11308312416077,448.11308312416077,9184,PrF-NB-PoselHP1,127.0.0.1,448.11308312416077,1,256.0,l2,squared_hinge,ovr,9ed36_00123
0.8464027135956513,1711628770,,False,1,9ed36_00125,2024-03-28_13-26-10,435.7451243400574,435.7451243400574,9184,PrF-NB-PoselHP1,127.0.0.1,435.7451243400574,1,1024.0,l2,squared_hinge,ovr,9ed36_00125
0.8464027135956513,1711628358,,False,1,9ed36_00124,2024-03-28_13-19-18,440.8812744617462,440.8812744617462,3372,PrF-NB-PoselHP1,127.0.0.1,440.8812744617462,1,512.0,l2,squared_hinge,ovr,9ed36_00124
0.8464027135956513,1711627886,,False,1,9ed36_00121,2024-03-28_13-11-26,448.8487854003906,448.8487854003906,9184,PrF-NB-PoselHP1,127.0.0.1,448.8487854003906,1,64.0,l2,squared_hinge,ovr,9ed36_00121
0.8464027135956513,1711627481,,False,1,9ed36_00120,2024-03-28_13-04-41,431.2705309391022,431.2705309391022,3372,PrF-NB-PoselHP1,127.0.0.1,431.2705309391022,1,32.0,l2,squared_hinge,ovr,9ed36_00120
0.8464027135956513,1711627049,,False,1,9ed36_00119,2024-03-28_12-57-29,419.6417315006256,419.6417315006256,3372,PrF-NB-PoselHP1,127.0.0.1,419.6417315006256,1,16.0,l2,squared_hinge,ovr,9ed36_00119
0.8464027135956513,1711626630,,False,1,9ed36_00118,2024-03-28_12-50-30,423.8437328338623,423.8437328338623,3372,PrF-NB-PoselHP1,127.0.0.1,423.8437328338623,1,8.0,l2,squared_hinge,ovr,9ed36_00118
0.8464027135956513,1711627917,,False,1,9ed36_00122,2024-03-28_13-11-57,436.1980926990509,436.1980926990509,3372,PrF-NB-PoselHP1,127.0.0.1,436.1980926990509,1,128.0,l2,squared_hinge,ovr,9ed36_00122
0.8464026410797123,1711578017,,False,1,9ed36_00029,2024-03-27_23-20-17,450.0823166370392,450.0823166370392,9184,PrF-NB-PoselHP1,127.0.0.1,450.0823166370392,1,0.25,l1,squared_hinge,ovr,9ed36_00029
0.8464024065604349,1711626206,,False,1,9ed36_00117,2024-03-28_12-43-26,419.7813141345978,419.7813141345978,3372,PrF-NB-PoselHP1,127.0.0.1,419.7813141345978,1,4.0,l2,squared_hinge,ovr,9ed36_00117
0.846402265142861,1711624946,,False,1,9ed36_00114,2024-03-28_12-22-26,424.97196078300476,424.97196078300476,3372,PrF-NB-PoselHP1,127.0.0.1,424.97196078300476,1,0.5,l2,squared_hinge,ovr,9ed36_00114
0.8464020824604624,1711625367,,False,1,9ed36_00115,2024-03-28_12-29-27,421.40178966522217,421.40178966522217,3372,PrF-NB-PoselHP1,127.0.0.1,421.40178966522217,1,1.0,l2,squared_hinge,ovr,9ed36_00115
0.8464017036163378,1711624099,,False,1,9ed36_00112,2024-03-28_12-08-19,434.1091253757477,434.1091253757477,3372,PrF-NB-PoselHP1,127.0.0.1,434.1091253757477,1,0.125,l2,squared_hinge,ovr,9ed36_00112
0.8464012076784647,1711623665,,False,1,9ed36_00111,2024-03-28_12-01-05,432.915638923645,432.915638923645,3372,PrF-NB-PoselHP1,127.0.0.1,432.915638923645,1,0.0625,l2,squared_hinge,ovr,9ed36_00111
0.846401021129671,1711624521,,False,1,9ed36_00113,2024-03-28_12-15-21,421.4652965068817,421.4652965068817,3372,PrF-NB-PoselHP1,127.0.0.1,421.4652965068817,1,0.25,l2,squared_hinge,ovr,9ed36_00113
0.8464009668805964,1711622811,,False,1,9ed36_00109,2024-03-28_11-46-51,422.3848617076874,422.3848617076874,3372,PrF-NB-PoselHP1,127.0.0.1,422.3848617076874,1,0.015625,l2,squared_hinge,ovr,9ed36_00109
0.8464004907436886,1711622389,,False,1,9ed36_00108,2024-03-28_11-39-49,416.89055132865906,416.89055132865906,3372,PrF-NB-PoselHP1,127.0.0.1,416.89055132865906,1,0.0078125,l2,squared_hinge,ovr,9ed36_00108
