names,Dice_coefficient
2023_12_14_image_000,0.8399817333966689
2023_12_14_image_001,0.8316528114541332
2023_12_14_image_002,0.8665767114456552
2023_12_14_image_003,0.8490858897040559
2023_12_14_image_004,0.8404447144564751
2023_12_14_image_005,0.8609407445402688
2023_12_14_image_006,0.8639256903874039
2023_12_14_image_007,0.862392216791933
2023_12_14_image_008,0.847732582047473
2023_12_14_image_009,0.852699847574386
2023_12_14_image_010,0.85880860064379
2023_12_14_image_011,0.8410316505081766
2023_12_14_image_012,0.8716885092153458
2023_12_14_image_013,0.8670948607702077
2023_12_14_image_014,0.8432636184681425
2023_12_14_image_015,0.7815987871524648
2023_12_14_image_016,0.8638244629414027
2023_12_14_image_017,0.8727161457167089
2023_12_14_image_018,0.870392161938744
2023_12_14_image_019,0.8302288773648746
2023_12_14_image_020,0.6864829436554868
2023_12_14_image_021,0.6214265858153869
2023_12_14_image_022,0.6129650142228674
2023_12_14_image_023,0.6795939054895025
2023_12_14_image_024,0.8247365987592655
2023_12_14_image_025,0.8345616762449793
2023_12_14_image_026,0.6798866616688503
2023_12_14_image_027,0.6660635651318524
2023_12_14_image_028,0.8882325085424796
2023_12_14_image_029,0.8716539257791057
2023_12_14_image_030,0.8307313733738657
2023_12_14_image_031,0.8516319891275032
2023_12_14_image_032,0.8628163518446564
2023_12_14_image_033,0.8577140635073008
2023_12_14_image_034,0.8618074118424585
2023_12_14_image_035,0.8673367351714255
2023_12_14_image_036,0.8585524522137806
2023_12_14_image_037,0.8454533358882966
2023_12_14_image_038,0.8532861180350233
2023_12_14_image_039,0.8373674573642539
2023_12_14_image_040,0.8627824350317747
2023_12_14_image_041,0.832265253958766
2023_12_14_image_042,0.7977979274751869
2023_12_14_image_043,0.8374402511225366
2023_12_14_image_044,0.8259884119974158
2023_12_14_image_045,0.8279678432692466
2023_12_14_image_046,0.8612453028239382
2023_12_14_image_047,0.8508475679366416
2023_12_14_image_048,0.8604785095757569
2023_12_14_image_049,0.867496496578059
