laplace,butterworth_R,butterworth_G,IE_FHSABP_G,IE_FHSABP_R,IE_FHSABP_B,butterworth_B,IE_GHE_R,IE_GHE_G,HSV_equalized_R,HSV_equalized_G,Lab_equalized_R,IE_GHE_B,HSV_equalized_B,IE_DSIHE_R,Lab_equalized_G,IE_DSIHE_G,Lab_A,YCrCb_Cr,IE_DSIHE_B,target
0.042009181,0.032765724,0.011814882,0.0,0.003921569,0.0,-0.094980712,0.084394306,0.080472738,0.086919152,0.082890142,0.114799902,0.0704808,0.072146124,0.161966162,0.100295469,0.156218108,0.49132423,0.521085173,0.136395388,0
0.04072046,0.101910999,0.058791993,0.058823533,0.0627451,0.04710443,-0.092051586,0.6784314,0.645636142,0.68235296,0.649557695,0.634145038,0.542736004,0.545234866,0.97647065,0.59607846,0.92992252,0.493643442,0.5372549,0.782508043,0
-0.060976587,0.070705545,0.022108857,0.011764707,0.015686275,0.011764707,-0.121118108,0.22352943,0.209816751,0.22352943,0.210329374,0.194848152,0.176163025,0.176163025,0.41960788,0.169601445,0.396001576,0.495809337,0.537844421,0.332564404,0
-0.034607141,0.079082574,0.040239007,0.023586663,0.027450982,0.019665093,-0.108551589,0.34509805,0.328810653,0.34901962,0.33264635,0.359553476,0.275941054,0.278660393,0.654902,0.333390592,0.62644914,0.491570084,0.534363838,0.524717349,0
-0.042880933,0.081115846,0.061405482,0.086453928,0.090298605,0.070947076,-0.104838258,0.83596061,0.817224218,0.83988217,0.821402103,0.922388891,0.678098183,0.681660913,0.988286612,0.903549977,0.966192553,0.482147921,0.525362046,0.802588824,0
-0.035780245,0.083658818,0.03754362,0.027450982,0.03137255,0.023529414,-0.107554404,0.39607847,0.375306405,0.40000004,0.379914259,0.343333344,0.314828442,0.318750012,0.75294125,0.311519618,0.715110323,0.494595621,0.5372549,0.60089462,0
-0.025958295,0.084383436,0.061622447,0.066428196,0.070111292,0.054848971,-0.100539699,0.729994718,0.711552748,0.730233191,0.711791222,0.832353009,0.590408084,0.59054057,0.980153727,0.811632301,0.955325985,0.483571836,0.525887662,0.791918462,0
-0.021909238,0.072949059,0.043150666,0.011764707,0.015686275,0.011764707,-0.098937138,0.22352943,0.214830173,0.22352943,0.214830173,0.30784315,0.180806411,0.180806411,0.41960788,0.289229508,0.404335851,0.48939522,0.527644317,0.341645961,0
-0.043934898,0.036700439,0.01529799,0.0,0.003921569,0.0,-0.106071244,0.08826853,0.084280492,0.090329016,0.086340979,0.119641085,0.072249922,0.073845136,0.169956802,0.106281164,0.164240617,0.489265563,0.522299791,0.140777675,0
0.033356808,0.090786734,0.076518316,0.145429874,0.14901961,0.122564109,-0.072722496,1.0,0.984434444,1.0,0.984434444,0.990527933,0.836490772,0.836490772,1.0,0.975847224,0.984434444,0.482976399,0.521166446,0.836490772,0
-0.007207189,0.07683192,0.039789002,0.015739269,0.019607844,0.014361421,-0.106580881,0.25882354,0.24668788,0.25882354,0.24668788,0.29448862,0.206730275,0.206730275,0.4901961,0.272893496,0.469846351,0.49122949,0.532803416,0.39361424,0
0.027250802,0.091464092,0.058519382,0.039233353,0.043137256,0.032485428,-0.09012925,0.50980395,0.491132335,0.5137255,0.494064684,0.575393077,0.413566537,0.415050377,0.9686275,0.548578015,0.933580694,0.489224542,0.53056,0.785461998,0
-0.009823355,0.084254898,0.05140691,0.067676183,0.071597752,0.055756168,-0.107474847,0.73989519,0.713104283,0.740399947,0.713570212,0.766880256,0.593515849,0.593865296,0.98089696,0.736827844,0.945797,0.48802177,0.531197856,0.786526958,0
0.024704014,0.100054286,0.059986087,0.05865303,0.062574597,0.048025013,-0.087442143,0.676044358,0.646547328,0.679965918,0.650298401,0.663938637,0.545325405,0.547485108,0.976300148,0.62966755,0.9338449,0.492298976,0.534924709,0.78880371,0
-0.018466823,0.091441236,0.05242496,0.039248922,0.043137256,0.031405784,-0.103906032,0.50980395,0.486507175,0.5137255,0.490428736,0.515702919,0.404636125,0.407228348,0.9686275,0.48627454,0.927451033,0.489996699,0.535510147,0.769391892,0
0.022129798,0.098469125,0.046141937,0.055931872,0.060011887,0.04535552,-0.102917268,0.639057259,0.603525471,0.642899603,0.606892486,0.505248591,0.505644707,0.50853637,0.973658225,0.463339306,0.919984213,0.496494388,0.539790072,0.772271804,0
