laplace,butterworth_R,butterworth_G,IE_FHSABP_G,IE_FHSABP_R,IE_FHSABP_B,butterworth_B,IE_GHE_R,IE_GHE_G,HSV_equalized_R,HSV_equalized_G,Lab_equalized_R,IE_GHE_B,HSV_equalized_B,IE_DSIHE_R,Lab_equalized_G,IE_DSIHE_G,Lab_A,YCrCb_Cr,IE_DSIHE_B,target
0.037733772,0.136569803,0.106614449,0.090331976,0.094234142,0.074587465,-0.049491139,0.706523051,0.683964291,0.706581294,0.684022532,0.759580713,0.570685338,0.570724165,0.976528891,0.732304432,0.945855241,0.487614082,0.528712901,0.790467941,0
0.009913536,0.107855927,0.084764948,0.020021923,0.023529414,0.018487396,-0.044110926,0.232298153,0.224820378,0.232298153,0.224844735,0.310997452,0.192546598,0.192546598,0.42362688,0.297113646,0.410717361,0.489051298,0.524272331,0.352064313,0
-0.007913499,0.074694141,0.038072728,0.0227451,0.026666668,0.01882353,-0.102771897,0.261960798,0.249743605,0.261960798,0.249773771,0.276681764,0.21022626,0.21022626,0.477647092,0.255897456,0.457375597,0.491915563,0.532006055,0.385580725,0
-0.036388363,0.089469579,0.065549785,0.133120404,0.13725491,0.110176568,-0.095837816,0.8862746,0.863738868,0.89019614,0.867660433,0.91347713,0.720628179,0.724425532,0.98823535,0.890196146,0.962931489,0.484287138,0.526093523,0.803495773,0
-0.006149198,0.088986043,0.040430531,0.04705883,0.050980397,0.039215688,-0.097659707,0.43921572,0.415489062,0.43921572,0.415489062,0.367142392,0.352279868,0.352279868,0.8000001,0.335444958,0.757129657,0.495997249,0.537417333,0.642974858,0
0.000801169,-0.058285661,-0.054996597,0.006957622,0.005566098,0.003921569,-0.110531087,0.090196082,0.091587608,0.093105637,0.094497163,0.104364334,0.084376976,0.087160026,0.169386472,0.107400387,0.170904499,0.491081621,0.504870371,0.157242257,0
0.015051706,0.110657315,0.060552615,0.104702082,0.11254522,0.087645158,-0.095053676,0.8061299,0.763221074,0.807043657,0.763601807,0.703712181,0.636360198,0.637121668,0.985227559,0.659889617,0.93359991,0.494726856,0.539310883,0.776546802,0
0.021226986,0.094267429,0.054405577,0.03529412,0.039215688,0.030926917,-0.084966051,0.35686275,0.340106958,0.36078432,0.343426926,0.356639946,0.287477733,0.290664008,0.654902,0.330369887,0.624732642,0.492981312,0.533801267,0.529612324,0
0.018261043,0.099581616,0.05650378,0.062448013,0.066369581,0.050772436,-0.090852106,0.547237093,0.520588262,0.549346438,0.522875849,0.511437936,0.436749886,0.438799796,0.966518176,0.47691625,0.921212183,0.493464083,0.536215098,0.772252001,0
-0.063413264,-0.002251468,-0.005214424,0.007058824,0.007930284,0.005315905,-0.092098984,0.10631809,0.10544663,0.108671032,0.107799572,0.119041402,0.094117656,0.095947722,0.197995659,0.120522884,0.196949908,0.487843164,0.510413976,0.175424842,0
-0.036229876,0.098261341,0.048023986,0.026212592,0.03013416,0.022249744,-0.097817121,0.285448929,0.267987632,0.285820446,0.268482988,0.241362245,0.224272463,0.22464398,0.521527363,0.212714154,0.491888578,0.496140383,0.539153777,0.411062985,0
0.011708928,0.101812562,0.060923037,0.083046389,0.088187473,0.068699191,-0.08998559,0.673266391,0.643017723,0.673314216,0.643161195,0.649784818,0.539335271,0.539383095,0.973505576,0.614777646,0.930440038,0.492348186,0.535557161,0.781707384,0
0.001154987,0.096637387,0.053661294,0.061428959,0.065377387,0.049664255,-0.097292212,0.541230203,0.514773058,0.54394309,0.51751279,0.501880233,0.430217599,0.432527565,0.96596836,0.468976661,0.920950907,0.492828393,0.536422244,0.768170899,0
-0.034477122,-0.141815231,-0.106030929,0.001960784,0.0,0.002941177,-0.098187766,0.052450984,0.055882357,0.054411769,0.057843141,0.055882356,0.056862748,0.058823532,0.099019616,0.088235297,0.105882359,0.491176495,0.483333363,0.107352948,0
-0.031095594,0.097943168,0.062316707,0.077667002,0.081754737,0.064273848,-0.091787614,0.635792636,0.610368915,0.637720188,0.612329705,0.658524455,0.510767726,0.512429407,0.970455365,0.628281844,0.932901352,0.489797299,0.532967784,0.780691326,0
