laplace,butterworth_R,butterworth_G,butterworth_B,IE_FHSABP_G,IE_FHSABP_R,IE_FHSABP_B,IE_GHE_R,HSV_equalized_R,IE_GHE_G,target
-0.002676122,0.073376684,0.039780886,-0.104699553,0.011764707,0.015686275,0.011764707,0.22352943,0.22352943,0.213555673,0
0.032117636,0.091503264,0.065281038,-0.087830043,0.055045756,0.058823533,0.04705883,0.67058825,0.6745098,0.649019621,0
0.013847643,0.076671655,0.044566104,-0.084955585,0.007843138,0.011764707,0.007843138,0.19607845,0.20000002,0.187538955,0
0.031817069,0.093178397,0.065093534,-0.084861625,0.129643479,0.13725491,0.110035639,1.0,1.0,0.968780517,0
-0.026594237,0.075078826,0.041295039,-0.107565557,0.035453102,0.039215688,0.031346053,0.5058824,0.50980395,0.486857474,0
-0.014260681,0.080519861,0.048067033,-0.101485287,0.023529414,0.027450982,0.019607844,0.3647059,0.3647059,0.351120995,0
0.011602445,0.086982116,0.064696785,-0.090435032,0.062934417,0.066504398,0.052062209,0.732035176,0.732116311,0.713563239,0
-0.037521497,0.071234681,0.032715589,-0.11055064,0.007843138,0.011764707,0.007843138,0.19607845,0.20000002,0.18624872,0
-0.072046233,0.058994688,0.026164113,-0.117123943,0.007943691,0.01186526,0.007943691,0.196782321,0.200603338,0.188386138,0
0.000676962,0.061299483,0.037559998,-0.078896556,7.002801786e-05,0.003921569,7.002801786e-05,0.084663867,0.086624652,0.080672271,0
-0.003493754,0.079455786,0.052682156,-0.096159165,0.035365421,0.039215688,0.03137255,0.5058824,0.50980395,0.490303052,0
0.022391317,0.091814503,0.057710514,-0.094430711,0.03529412,0.039215688,0.03135304,0.5058824,0.50980395,0.486020906,0
-0.066562665,0.055825499,0.030602685,-0.111286769,0.007887701,0.011764707,0.007843138,0.19527631,0.19906419,0.18823531,0
-0.034491441,0.062920492,0.031375945,-0.100890973,0.003921569,0.007843138,0.003921569,0.121568635,0.121568635,0.114895091,0
-0.017094788,0.077838713,0.045858169,-0.098662244,0.051527593,0.055236362,0.043654055,0.645478056,0.647606029,0.622495846,0
-0.045197065,0.073873804,0.038223172,-0.115757788,0.047177665,0.050980397,0.039304815,0.6156863,0.6156863,0.590671441,0
-0.026062052,0.067881812,0.03925436,-0.098735802,0.015686275,0.019607844,0.015686275,0.28627452,0.28627452,0.275245116,0
-0.066230993,-0.21097343,-0.22273814,-0.193979943,0.0,0.0,0.0,0.016993465,0.018300655,0.016993465,0
0.001200469,0.078021641,0.050730729,-0.095567761,0.027651062,0.03137255,0.023729494,0.40784317,0.40784317,0.393837573,0
0.012026159,0.0785536,0.041372228,-0.099436563,0.019607844,0.023529414,0.015686275,0.32156864,0.3254902,0.306691184,0
-0.010457501,0.108153365,0.078755808,-0.068814489,0.08235294,0.08627451,0.07048878,0.8588236,0.8588236,0.831685195,0
-0.032447341,0.072158332,0.037474238,-0.100652098,0.011590415,0.015337691,0.011416123,0.221089343,0.221437927,0.210718969,0
-0.020441927,0.075528944,0.048302056,-0.075507443,0.0,0.003921569,0.0,0.090420175,0.092250241,0.086349207,0
-0.076017006,0.048604849,0.013449137,-0.12223717,0.0,0.003921569,0.0,0.090472902,0.092364483,0.085351788,0
-0.031814668,0.083570875,0.058080674,-0.103568663,0.070934261,0.07468282,0.058938873,0.793137322,0.797001222,0.771165006,0
0.017801275,0.082551443,0.054703898,-0.098589754,0.047191018,0.050980397,0.039347876,0.6156863,0.6156863,0.597180015,0
-0.007051125,0.099747788,0.064028675,-0.07880912,0.015686275,0.019607844,0.015686275,0.28627452,0.28627452,0.273196191,0
-0.026688432,0.065924519,0.031349358,-0.09682055,0.006993465,0.010915034,0.006993465,0.16764706,0.167777779,0.159607851,0
-0.003852274,0.083946986,0.039027195,-0.099297192,0.027450982,0.03137255,0.023529414,0.40784317,0.40784317,0.386690469,0
-0.030891419,0.076149276,0.035953192,-0.109035884,0.019607844,0.023529414,0.015686275,0.32156864,0.3254902,0.305555563,0
0.030752518,0.089431284,0.084964758,-0.078888045,0.134198218,0.13725491,0.112706603,1.0,1.0,0.99370895,0
0.004079999,-0.000543158,-0.001137328,-0.081470094,0.000118835,0.000594177,0.0,0.049435536,0.051455739,0.049079031,0
-0.015855981,0.086497202,0.049373017,-0.104476283,0.04707259,0.050980397,0.039229448,0.6156863,0.6156863,0.5888545,0
-0.062545659,0.069509947,0.044119453,-0.105764198,0.039680959,0.043336661,0.033698905,0.535659724,0.537587266,0.519441701,0
0.014602975,0.084976066,0.073023377,-0.078270355,0.133843681,0.13725491,0.11380608,1.0,1.0,0.98796675,0
0.004005811,0.086064182,0.050739433,-0.094435169,0.07058824,0.07450981,0.058900126,0.79215693,0.7960785,0.76111375,0
-0.064533923,-0.031201097,-0.037186661,-0.11479247,0.0,0.0,0.0,0.047884422,0.049742007,0.046026836,0
0.001217036,0.084933375,0.053560827,-0.076459445,0.001487492,0.005409061,0.001487492,0.102772153,0.104462483,0.09756593,0
-0.019582689,0.067947086,0.034085846,-0.101132832,0.003921569,0.007843138,0.003921569,0.134464562,0.138159887,0.126847667,0
0.013943353,0.083742121,0.039768257,-0.102558504,0.023529414,0.027450982,0.019607844,0.3647059,0.3647059,0.346039227,0
-0.005420062,0.080645417,0.04214708,-0.106681197,0.023529414,0.027450982,0.019607844,0.3647059,0.3647059,0.34806314,0
0.013307604,0.08978163,0.061462759,-0.086078198,0.070652528,0.07450981,0.059241405,0.79215693,0.7960785,0.768627517,0
-0.030022148,0.07546233,0.031903747,-0.115624988,0.015751094,0.019672663,0.013612057,0.286857894,0.286922713,0.272370782,0
-0.073613458,0.057380141,0.033626638,-0.107773892,0.003697479,0.007619048,0.003697479,0.124929979,0.126834742,0.119887963,0
0.039020352,0.090512912,0.057562722,-0.085957647,0.047103905,0.050980397,0.039260763,0.6156863,0.6156863,0.594050062,0
0.006141445,0.080467834,0.046428293,-0.095434617,0.03137255,0.03529412,0.027450982,0.454902,0.45882356,0.43660397,0
0.026894247,0.095917871,0.054909232,-0.089812174,0.0627451,0.06666667,0.051037706,0.73333335,0.73333335,0.700290653,0
0.017379184,0.095093332,0.047938078,-0.103556585,0.04705883,0.050980397,0.039215688,0.6156863,0.6156863,0.584153031,0
0.022926078,0.083898254,0.061541964,-0.087259747,0.035327638,0.039215688,0.03137255,0.5058824,0.50980395,0.49260938,0
-0.03610802,0.072903972,0.046599867,-0.10663725,0.04347022,0.04705883,0.035627083,0.56078434,0.56078434,0.543433252,0
0.032198143,-0.004445242,-0.000317275,-0.086178964,0.003095976,0.002063984,0.000619195,0.065015483,0.067079467,0.066047475,0
0.011597132,0.103227379,0.073966437,-0.081086337,0.08235294,0.08627451,0.068677732,0.8588236,0.8588236,0.832780367,0
0.005536335,0.061298701,0.031079534,-0.104445232,0.01799308,0.021683969,0.015570935,0.304959642,0.307266443,0.293194938,0
-0.02784381,0.074520327,0.030834464,-0.10195023,0.007843138,0.011764707,0.007843138,0.17254902,0.17254902,0.162673988,0
0.012166916,0.086411812,0.06175118,-0.088437329,0.041251887,0.044909507,0.034389142,0.545512852,0.546568654,0.529449502,0
-0.039806448,0.066564284,0.047484341,-0.098744892,0.023680244,0.027450982,0.019758674,0.3647059,0.3647059,0.355052804,0
-0.078259441,0.03252459,0.015290333,-0.098641583,0.000103199,0.00381837,0.0,0.06532508,0.067182666,0.06160991,0
-0.072445817,0.066171384,0.028125283,-0.110436785,0.011764707,0.015686275,0.011764707,0.22352943,0.22352943,0.212659113,0
-0.031892843,0.075885965,0.050137764,-0.108131041,0.055005164,0.058823533,0.04705883,0.67058825,0.6745098,0.650516006,0
