laplace,butterworth_R,butterworth_G,butterworth_B,IE_FHSABP_G,IE_FHSABP_R,IE_FHSABP_B,IE_GHE_R,HSV_equalized_R,IE_GHE_G,target
0.037733772,0.136569803,0.106614449,-0.049491139,0.090331976,0.094234142,0.074587465,0.706523051,0.706581294,0.683964291,0
0.009913536,0.107855927,0.084764948,-0.044110926,0.020021923,0.023529414,0.018487396,0.232298153,0.232298153,0.224820378,0
-0.007913499,0.074694141,0.038072728,-0.102771897,0.0227451,0.026666668,0.01882353,0.261960798,0.261960798,0.249743605,0
-0.036388363,0.089469579,0.065549785,-0.095837816,0.133120404,0.13725491,0.110176568,0.8862746,0.89019614,0.863738868,0
-0.006149198,0.088986043,0.040430531,-0.097659707,0.04705883,0.050980397,0.039215688,0.43921572,0.43921572,0.415489062,0
0.000801169,-0.058285661,-0.054996597,-0.110531087,0.006957622,0.005566098,0.003921569,0.090196082,0.093105637,0.091587608,0
0.015051706,0.110657315,0.060552615,-0.095053676,0.104702082,0.11254522,0.087645158,0.8061299,0.807043657,0.763221074,0
0.021226986,0.094267429,0.054405577,-0.084966051,0.03529412,0.039215688,0.030926917,0.35686275,0.36078432,0.340106958,0
0.018261043,0.099581616,0.05650378,-0.090852106,0.062448013,0.066369581,0.050772436,0.547237093,0.549346438,0.520588262,0
-0.063413264,-0.002251468,-0.005214424,-0.092098984,0.007058824,0.007930284,0.005315905,0.10631809,0.108671032,0.10544663,0
-0.036229876,0.098261341,0.048023986,-0.097817121,0.026212592,0.03013416,0.022249744,0.285448929,0.285820446,0.267987632,0
0.011708928,0.101812562,0.060923037,-0.08998559,0.083046389,0.088187473,0.068699191,0.673266391,0.673314216,0.643017723,0
0.001154987,0.096637387,0.053661294,-0.097292212,0.061428959,0.065377387,0.049664255,0.541230203,0.54394309,0.514773058,0
-0.034477122,-0.141815231,-0.106030929,-0.098187766,0.001960784,0.0,0.002941177,0.052450984,0.054411769,0.055882357,0
-0.031095594,0.097943168,0.062316707,-0.091787614,0.077667002,0.081754737,0.064273848,0.635792636,0.637720188,0.610368915,0
0.014642141,0.036715846,0.028394468,-0.066631816,0.008656146,0.011549499,0.007843138,0.123266387,0.124796754,0.1203013,0
-0.046111128,0.097812731,0.045459786,-0.104180708,0.073333338,0.080000002,0.060686278,0.625065381,0.628235317,0.589575193,0
-0.066728861,0.091456221,0.063631753,-0.082213224,0.038468723,0.042110179,0.032866481,0.385807686,0.389729256,0.372362311,0
-0.015293312,0.091330638,0.071867206,-0.088195314,0.199077769,0.20392159,0.165580023,1.0,1.0,0.978595827,0
-0.035003617,0.076298005,0.049656234,-0.103284915,0.087830689,0.091752266,0.073015878,0.692686,0.692872741,0.672206675,0
0.024870108,0.094713733,0.073698213,-0.090932229,0.198290618,0.20392159,0.164718459,1.0,1.0,0.976847722,0
-0.030762532,0.013866901,-0.023082988,-0.134019839,0.007843138,0.011764707,0.007843138,0.126710246,0.128366019,0.119302841,0
-0.04928663,0.085790305,0.043812954,-0.09791589,0.015465342,0.019386911,0.013256008,0.186357368,0.189837071,0.175697328,0
0.012295927,0.100213373,0.057344719,-0.092928332,0.058823533,0.0627451,0.047094643,0.5254902,0.5294118,0.499597126,0
-0.064768124,0.081550956,0.033044884,-0.107244535,0.036788051,0.040709619,0.02997199,0.371802072,0.375723642,0.35088703,0
-0.010331652,0.102408232,0.086402425,-0.034585205,0.011880902,0.015657226,0.011764707,0.162440093,0.164647793,0.157792308,0
-0.012619882,0.088740461,0.044723601,-0.08476147,0.015686275,0.019607844,0.015393074,0.202162374,0.203555082,0.190617569,0
0.02234484,0.106871235,0.067483983,-0.065628739,0.019411766,0.023333335,0.015686275,0.228995115,0.228995115,0.217205899,0
-0.007587045,0.075865281,0.03009072,-0.10724442,0.03137255,0.03529412,0.027450982,0.32156864,0.3254902,0.304047712,0
0.009445479,0.087741902,0.073130897,-0.088222649,0.131467433,0.135104372,0.10895004,0.879822985,0.883744525,0.865306837,0
-0.041797386,0.086301264,0.045909113,-0.095316348,0.028382354,0.032156864,0.024362747,0.299607856,0.300637266,0.2847059,0
0.033911523,0.096623892,0.061933089,-0.086282065,0.04705883,0.050980397,0.039215688,0.43921572,0.43921572,0.420160922,0
0.047408078,0.092195759,0.05034574,-0.085053122,0.058823533,0.0627451,0.049274066,0.5254902,0.5294118,0.50122738,0
0.008313744,0.057475369,0.055357735,-0.034681481,0.00964706,0.009568628,0.007450981,0.113960793,0.11552942,0.113803931,0
-0.029184623,0.098459504,0.073873212,-0.083017314,0.063746353,0.067528859,0.052537899,0.554192761,0.555722463,0.538284002,0
0.016956813,0.099614118,0.068534763,-0.082867078,0.098442375,0.103243548,0.082389592,0.757046019,0.759245074,0.731097706,0
0.001168505,0.107699388,0.07819902,-0.082292499,0.10588236,0.10980393,0.086405486,0.7960785,0.7960785,0.770230039,0
0.02440087,-0.061406103,-0.039619592,-0.050512835,0.004357299,0.00043573,0.00087146,0.06448802,0.06623094,0.06840959,0
-0.02427637,-0.381363004,-0.374640298,-0.255312578,0.0,0.0,0.0,0.013445379,0.014285715,0.014005603,0
-0.001480216,0.081231322,0.057154043,-0.10175596,0.099019617,0.102825843,0.082410611,0.7543541,0.757554858,0.734429095,0
-0.030549372,0.09518478,0.047916409,-0.08655451,0.015686275,0.019607844,0.013875169,0.20784315,0.20784315,0.195404898,0
-0.032036163,0.097126777,0.063823613,-0.098529298,0.091282055,0.09580695,0.075475118,0.715233823,0.71595782,0.689291111,0
0.040787476,0.098910391,0.070748603,-0.078638252,0.196149536,0.20392159,0.165677397,1.0,1.0,0.969172496,0
-0.008403347,0.111019085,0.056926332,-0.092715715,0.065639592,0.071210711,0.055213201,0.575972641,0.576283877,0.540896372,0
-0.045872704,0.08715286,0.037443346,-0.100791986,0.015686275,0.019607844,0.012309369,0.188997833,0.192592605,0.176797393,0
0.005912405,0.092973438,0.053960587,-0.09757195,0.07450981,0.078431375,0.06194501,0.6156863,0.61960787,0.589091741,0
-0.048347665,0.074958652,0.034527838,-0.112337677,0.024136981,0.028003316,0.020215411,0.270533015,0.270533015,0.256835145,0
-0.013984498,0.098212715,0.047306315,-0.093376907,0.019607844,0.023529414,0.015686275,0.230312016,0.230312016,0.215390323,0
0.032468204,0.087241122,0.083581535,-0.077420388,0.201593734,0.20392159,0.16862746,1.0,1.0,0.993669464,0
0.010231286,0.05741572,0.037732471,-0.065133281,0.009276019,0.013046758,0.009200604,0.142156871,0.143966824,0.137330325,0
-0.091851914,0.00831709,0.011977224,-0.065539147,0.006666667,0.005359478,0.003921569,0.09725491,0.099215695,0.0985621,0
-0.016042785,0.094387241,0.048665315,-0.097725029,0.059402856,0.063368986,0.047682716,0.529233518,0.532843172,0.500802169,0
-0.023249304,0.093233745,0.058935585,-0.087562987,0.039277935,0.043137256,0.031746033,0.39607847,0.40000004,0.379800852,0
0.00982278,0.07769385,0.040300002,-0.098859045,0.039215688,0.043137256,0.032576812,0.39607847,0.40000004,0.378549783,0
0.036147225,0.094121791,0.081490278,-0.07401021,0.200165139,0.20392159,0.168710019,1.0,1.0,0.985841123,0
-0.061873714,0.030535846,0.017463969,-0.091759012,0.008424111,0.01147422,0.007843138,0.126071175,0.127523608,0.122440094,0
0.081655769,-0.120773586,-0.096982714,-0.115021938,0.0075817,0.003921569,0.004183007,0.078169938,0.080000002,0.082091505,0
0.016693842,0.120140615,0.07894212,-0.069099269,0.1138665,0.121568635,0.098030412,0.83921576,0.8431373,0.802467585,0
-0.032832027,0.085108463,0.055106557,-0.110608243,0.108585578,0.11324958,0.088882547,0.808661787,0.809784947,0.782505305,0
-0.020725587,0.07363014,0.045212986,-0.075957791,0.01193521,0.015743109,0.011821541,0.163910206,0.166524589,0.156805917,0
-0.00328952,0.113925525,0.087681181,-0.068362737,0.117173031,0.121008411,0.098082316,0.832967104,0.83563893,0.810385758,0
-0.05548295,0.091954465,0.06030959,-0.090834171,0.034531592,0.038235296,0.029466232,0.348039223,0.35196079,0.334586066,0
-0.019015153,0.100265775,0.05320695,-0.102778892,0.081744003,0.08851541,0.068420416,0.675070043,0.675070043,0.641310465,0
-0.045423392,0.073960893,0.040670752,-0.100332931,0.023443036,0.027364604,0.019521466,0.266148411,0.266148411,0.254521916,0
0.018483902,0.106179901,0.062346298,-0.080955855,0.072420749,0.077185269,0.061169143,0.608832718,0.612131235,0.578889523,0
-0.046234299,0.079619838,0.06550219,-0.061435946,0.013092007,0.016530921,0.012609352,0.170859732,0.174479647,0.166455513,0
-0.009822573,0.09472198,0.070520301,-0.074689756,0.063529415,0.067338939,0.053333338,0.55322131,0.554509836,0.537030842,0
-0.052259156,0.081037104,0.059042217,-0.099482904,0.063853371,0.067433934,0.052514924,0.553623208,0.555200373,0.539599353,0
0.012486616,0.12010165,0.074669984,-0.062842442,0.023494295,0.027415863,0.019572725,0.266455969,0.266455969,0.251226231,0
-0.053926779,0.085562466,0.046160038,-0.107030101,0.041985687,0.045876131,0.034142547,0.411142272,0.413694404,0.392281396,0
-0.035141636,0.048585076,0.028650434,-0.081153489,0.007843138,0.011764707,0.007843138,0.136928113,0.138431381,0.13209151,0
0.024240942,0.120592343,0.087085275,-0.030214306,0.011764707,0.015686275,0.011764707,0.156614549,0.158302314,0.148870693,0
-0.055598168,0.086843789,0.056068002,-0.095466491,0.051065648,0.054901965,0.043137256,0.48235297,0.48235297,0.465387927,0
0.013595742,0.090337819,0.060389958,-0.088688369,0.050995085,0.054901965,0.043137256,0.48235297,0.48235297,0.4664317,0
0.000844425,0.104067064,0.06671198,-0.080912149,0.08969515,0.09411766,0.074516966,0.7058824,0.7058824,0.67750825,0
-0.033305326,0.099293478,0.048621209,-0.101322744,0.060336138,0.064873952,0.049103647,0.538235305,0.541148493,0.507563051,0
0.019607836,0.097422478,0.05435505,-0.097154783,0.087042533,0.09411766,0.0744749,0.7058824,0.7058824,0.671449362,0
0.023069108,0.097951976,0.080995345,-0.070344042,0.089864682,0.093068223,0.075283075,0.700193348,0.700856159,0.68632976,0
-0.051463475,0.081422221,0.049907589,-0.092888636,0.027337313,0.031202047,0.023387328,0.292924139,0.292924139,0.281273099,0
-0.047325863,0.077573982,0.03228619,-0.106655383,0.032932745,0.036854314,0.02829433,0.335610383,0.339531947,0.317436228,0
-0.041390847,0.077481886,0.055521106,-0.102847492,0.096941184,0.100643144,0.081035294,0.74177255,0.745066736,0.724015709,0
-0.008496732,-0.171708021,-0.133668812,-0.089747234,0.0,0.0,0.003921569,0.049019612,0.050980397,0.052549024,0
-0.037752903,-0.040448762,-0.035219999,-0.107769047,0.007189543,0.005322129,0.003921569,0.096918776,0.098879561,0.09887956,0
-0.077619223,0.083736875,0.041272554,-0.107422162,0.039285302,0.043183665,0.031442164,0.39633372,0.400232085,0.377422014,0
-0.091461179,0.058413853,0.027041315,-0.112111141,0.014990513,0.018912082,0.014864011,0.183428219,0.187286539,0.175205569,0
0.013121552,0.073724141,0.028948771,-0.112029125,0.036932243,0.040804171,0.030578308,0.372747599,0.376669169,0.35313975,0
-0.004931686,0.114124757,0.081950065,-0.068762915,0.070231734,0.073796795,0.059269165,0.58975047,0.592246018,0.569518746,0
0.032721176,0.092699432,0.046103971,-0.095095074,0.050980397,0.054901965,0.043137256,0.48235297,0.48235297,0.456201652,0
-0.021771486,0.056386264,0.03583184,-0.085826919,0.011719631,0.0156412,0.011719631,0.156186618,0.157809336,0.150597256,0
-0.000925501,0.078940922,0.060807592,-0.10049434,0.105898046,0.10980393,0.086996079,0.7960785,0.7960785,0.780549065,0
0.028697848,0.112992933,0.091454472,-0.043447462,0.027028659,0.030648568,0.023107091,0.289049787,0.289049787,0.280271503,0
-0.05337405,0.094530263,0.053735761,-0.096862629,0.046855112,0.05067482,0.0390629,0.437535048,0.437687836,0.416552107,0
0.026955794,0.100714963,0.055804625,-0.084597089,0.06666667,0.07058824,0.054909952,0.57254905,0.57254905,0.543476728,0
-0.06538107,0.073425139,0.042020179,-0.121616157,0.099530069,0.103743322,0.08073246,0.759487936,0.762599327,0.733625048,0
0.014240704,0.084514418,0.05706351,-0.106227503,0.196362956,0.20392159,0.164221461,1.0,1.0,0.972725954,0
0.038530967,0.035620468,0.028897785,-0.03916948,0.005135388,0.006909431,0.003921569,0.095518216,0.098039225,0.093650803,0
-0.028217614,0.088346616,0.047951513,-0.101834691,0.039245173,0.043137256,0.031431521,0.39607847,0.40000004,0.377856448,0
0.009498917,0.149123222,0.10360397,-0.035190482,0.035265071,0.039186639,0.029832971,0.356601312,0.360522882,0.337864925,0
