laplace,butterworth_R,butterworth_G,butterworth_B,IE_FHSABP_G,IE_FHSABP_R,IE_FHSABP_B,IE_GHE_R,HSV_equalized_R,IE_GHE_G,target
0.042009181,0.032765724,0.011814882,-0.094980712,0.0,0.003921569,0.0,0.084394306,0.086919152,0.080472738,0
0.04072046,0.101910999,0.058791993,-0.092051586,0.058823533,0.0627451,0.04710443,0.6784314,0.68235296,0.645636142,0
-0.060976587,0.070705545,0.022108857,-0.121118108,0.011764707,0.015686275,0.011764707,0.22352943,0.22352943,0.209816751,0
-0.034607141,0.079082574,0.040239007,-0.108551589,0.023586663,0.027450982,0.019665093,0.34509805,0.34901962,0.328810653,0
-0.042880933,0.081115846,0.061405482,-0.104838258,0.086453928,0.090298605,0.070947076,0.83596061,0.83988217,0.817224218,0
-0.035780245,0.083658818,0.03754362,-0.107554404,0.027450982,0.03137255,0.023529414,0.39607847,0.40000004,0.375306405,0
-0.025958295,0.084383436,0.061622447,-0.100539699,0.066428196,0.070111292,0.054848971,0.729994718,0.730233191,0.711552748,0
-0.021909238,0.072949059,0.043150666,-0.098937138,0.011764707,0.015686275,0.011764707,0.22352943,0.22352943,0.214830173,0
-0.043934898,0.036700439,0.01529799,-0.106071244,0.0,0.003921569,0.0,0.08826853,0.090329016,0.084280492,0
0.033356808,0.090786734,0.076518316,-0.072722496,0.145429874,0.14901961,0.122564109,1.0,1.0,0.984434444,0
-0.007207189,0.07683192,0.039789002,-0.106580881,0.015739269,0.019607844,0.014361421,0.25882354,0.25882354,0.24668788,0
0.027250802,0.091464092,0.058519382,-0.09012925,0.039233353,0.043137256,0.032485428,0.50980395,0.5137255,0.491132335,0
-0.009823355,0.084254898,0.05140691,-0.107474847,0.067676183,0.071597752,0.055756168,0.73989519,0.740399947,0.713104283,0
0.024704014,0.100054286,0.059986087,-0.087442143,0.05865303,0.062574597,0.048025013,0.676044358,0.679965918,0.646547328,0
-0.018466823,0.091441236,0.05242496,-0.103906032,0.039248922,0.043137256,0.031405784,0.50980395,0.5137255,0.486507175,0
0.022129798,0.098469125,0.046141937,-0.102917268,0.055931872,0.060011887,0.04535552,0.639057259,0.642899603,0.603525471,0
-0.003965847,0.070416454,0.027844176,-0.108513403,0.007843138,0.011764707,0.007843138,0.191359273,0.191359273,0.180691263,0
-0.010400676,0.077855044,0.035783438,-0.100576316,0.007843138,0.011764707,0.007843138,0.16862746,0.16862746,0.159292418,0
0.016132629,0.088367544,0.045182465,-0.104984903,0.03529412,0.039215688,0.028455286,0.454902,0.454902,0.432616004,0
-0.067855022,0.080563416,0.02970187,-0.114207803,0.023767085,0.027569817,0.019845515,0.346642911,0.350564481,0.326440884,0
-0.079248384,-0.093773087,-0.084214258,-0.134949593,0.000980392,0.001470588,0.000245098,0.046813729,0.048529417,0.04828432,0
-0.00909445,0.070975523,0.030050441,-0.116622918,0.011764707,0.015686275,0.011764707,0.22352943,0.22352943,0.211597132,0
-0.083569423,0.059373805,0.0197224,-0.127336464,0.005664489,0.009531591,0.005610022,0.137908505,0.139651421,0.130065365,0
0.011116247,0.097506905,0.05455492,-0.10138145,0.054901965,0.058823533,0.044804697,0.62352943,0.627451,0.594534538,0
-0.009247573,0.073811912,0.025424299,-0.116303138,0.011797117,0.015686275,0.011764707,0.22352943,0.22352943,0.209982188,0
0.067875802,0.115153112,0.080659647,-0.072118116,0.08627451,0.09019608,0.070816998,0.8352942,0.83921576,0.803219037,0
0.027668814,0.09612544,0.048576425,-0.096194798,0.061601311,0.065849676,0.050163404,0.69983663,0.7028595,0.663725514,0
-0.00795247,0.089884996,0.054590867,-0.106093608,0.07450981,0.078431375,0.060064174,0.7843138,0.78823537,0.755721985,0
0.019398189,0.095970764,0.060602658,-0.098109873,0.09393268,0.098039225,0.0782094,0.8862746,0.89019614,0.852497282,0
-0.076620584,0.054495571,0.016754976,-0.12316231,0.003921569,0.007843138,0.003921569,0.118330643,0.119805729,0.111243037,0
0.015802135,0.082810584,0.0408647,-0.100212477,0.023579054,0.027450982,0.019657484,0.34509805,0.34901962,0.328418968,0
0.029819838,0.097884422,0.065119758,-0.088978854,0.141314079,0.14901961,0.117825139,1.0,1.0,0.965851253,0
0.005010893,-0.123269506,-0.09974007,-0.12523026,0.0,0.0,0.0,0.03398693,0.035620917,0.037254904,0
0.008202646,0.092967067,0.035050405,-0.104949589,0.019607844,0.023529414,0.015686275,0.29803923,0.3019608,0.277941202,0
-0.076442767,0.065565388,0.032273781,-0.117663631,0.007968294,0.011764707,0.007843138,0.19215688,0.19215688,0.184355449,0
0.01603178,0.095027522,0.064035035,-0.096870193,0.08627451,0.09019608,0.070726445,0.8352942,0.83921576,0.807722287,0
-0.024114217,0.082252296,0.047422579,-0.114754909,0.06047472,0.064396287,0.048864815,0.689989705,0.693085674,0.664086716,0
-0.008357301,0.081708723,0.051878663,-0.09912786,0.023607845,0.027450982,0.019686275,0.34509805,0.34901962,0.33333334,0
0.027158348,0.092999931,0.066426916,-0.085665545,0.059116187,0.0627451,0.050102434,0.6784314,0.68235296,0.657565141,0
-0.00584705,0.078530938,0.03740992,-0.110692288,0.019617925,0.023529414,0.015696356,0.29803923,0.3019608,0.283683663,0
-0.020958607,0.084226934,0.03923783,-0.112744729,0.027472768,0.03137255,0.023529414,0.39607847,0.40000004,0.37601311,0
-0.023121356,0.08708638,0.053222222,-0.095093222,0.035359118,0.039215688,0.03137255,0.454902,0.454902,0.436734948,0
0.003831129,0.089589303,0.066676489,-0.087053917,0.09424098,0.098039225,0.078727342,0.8862746,0.89019614,0.864693621,0
-0.021061404,0.0890834,0.055651663,-0.09233833,0.055159365,0.058823533,0.04705883,0.62352943,0.627451,0.601801819,0
-0.091553597,0.068150861,0.017170471,-0.121441911,0.007843138,0.011764707,0.007843138,0.175867282,0.175867282,0.164102569,0
-0.016934067,0.075510029,0.031303254,-0.094899984,0.00285205,0.006773619,0.00285205,0.101426032,0.101960791,0.094295908,0
