Dice_coefficient,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/n_estimators,config/max_features,config/bootstrap,logdir
0.8050877395294023,1711716808,,False,1,9b12d_00048,2024-03-29_13-53-28,1421.1849925518036,1421.1849925518036,9228,PrF-NB-PoselHP1,127.0.0.1,1421.1849925518036,1,32,,True,9b12d_00048
0.8047763762604112,1711711917,,False,1,9b12d_00029,2024-03-29_12-31-57,622.4858150482178,622.4858150482178,6984,PrF-NB-PoselHP1,127.0.0.1,622.4858150482178,1,13,log2,False,9b12d_00029
0.8043990845311519,1711710893,,False,1,9b12d_00023,2024-03-29_12-14-53,742.2002959251404,742.2002959251404,12624,PrF-NB-PoselHP1,127.0.0.1,742.2002959251404,1,10,log2,False,9b12d_00023
0.8040769885427537,1711710317,,False,1,9b12d_00021,2024-03-29_12-05-17,617.6291284561157,617.6291284561157,9228,PrF-NB-PoselHP1,127.0.0.1,617.6291284561157,1,10,sqrt,False,9b12d_00021
0.8033333977752176,1711715386,,False,1,9b12d_00042,2024-03-29_13-29-46,1306.2817585468292,1306.2817585468292,9228,PrF-NB-PoselHP1,127.0.0.1,1306.2817585468292,1,25,,True,9b12d_00042
0.8030509075354938,1711713766,,False,1,9b12d_00036,2024-03-29_13-02-46,1223.3725335597992,1223.3725335597992,6984,PrF-NB-PoselHP1,127.0.0.1,1223.3725335597992,1,20,,True,9b12d_00036
0.8018802207423056,1711709700,,False,1,9b12d_00017,2024-03-29_11-55-00,482.9004576206207,482.9004576206207,9228,PrF-NB-PoselHP1,127.0.0.1,482.9004576206207,1,8,log2,False,9b12d_00017
0.8015726608404602,1711708484,,False,1,9b12d_00008,2024-03-29_11-34-44,515.1567466259003,515.1567466259003,9228,PrF-NB-PoselHP1,127.0.0.1,515.1567466259003,1,6,sqrt,True,9b12d_00008
0.8006230225181041,1711708776,,False,1,9b12d_00010,2024-03-29_11-39-36,518.8866639137268,518.8866639137268,6984,PrF-NB-PoselHP1,127.0.0.1,518.8866639137268,1,6,log2,True,9b12d_00010
0.8002785807838296,1711712366,,False,1,9b12d_00030,2024-03-29_12-39-26,1030.4080564975739,1030.4080564975739,10372,PrF-NB-PoselHP1,127.0.0.1,1030.4080564975739,1,16,,True,9b12d_00030
0.8002019886421675,1711709247,,False,1,9b12d_00015,2024-03-29_11-47-27,470.7563474178314,470.7563474178314,12624,PrF-NB-PoselHP1,127.0.0.1,470.7563474178314,1,8,sqrt,False,9b12d_00015
0.7970906133726416,1711711289,,False,1,9b12d_00024,2024-03-29_12-21-29,971.6511166095734,971.6511166095734,9228,PrF-NB-PoselHP1,127.0.0.1,971.6511166095734,1,13,,True,9b12d_00024
0.7963972086727512,1711708776,,False,1,9b12d_00011,2024-03-29_11-39-36,492.47756600379944,492.47756600379944,12624,PrF-NB-PoselHP1,127.0.0.1,492.47756600379944,1,6,log2,False,9b12d_00011
0.7962560965840209,1711708484,,False,1,9b12d_00009,2024-03-29_11-34-44,514.8264083862305,514.8264083862305,10372,PrF-NB-PoselHP1,127.0.0.1,514.8264083862305,1,6,sqrt,False,9b12d_00009
0.7950801346550433,1711709992,,False,1,9b12d_00018,2024-03-29_11-59-52,759.2229800224304,759.2229800224304,6984,PrF-NB-PoselHP1,127.0.0.1,759.2229800224304,1,10,,True,9b12d_00018
0.7949700849625677,1711709173,,False,1,9b12d_00012,2024-03-29_11-46-13,689.1837420463562,689.1837420463562,10372,PrF-NB-PoselHP1,127.0.0.1,689.1837420463562,1,8,,True,9b12d_00012
0.7947917035560921,1711707969,,False,1,9b12d_00004,2024-03-29_11-26-09,492.7803406715393,492.7803406715393,9228,PrF-NB-PoselHP1,127.0.0.1,492.7803406715393,1,5,log2,True,9b12d_00004
0.7937822579728602,1711707476,,False,1,9b12d_00002,2024-03-29_11-17-56,418.59870958328247,418.59870958328247,9228,PrF-NB-PoselHP1,127.0.0.1,418.59870958328247,1,5,sqrt,True,9b12d_00002
0.7874378892965054,1711708257,,False,1,9b12d_00006,2024-03-29_11-30-57,650.3452665805817,650.3452665805817,6984,PrF-NB-PoselHP1,127.0.0.1,650.3452665805817,1,6,,True,9b12d_00006
0.7871980660499301,1711707476,,False,1,9b12d_00003,2024-03-29_11-17-56,418.56587767601013,418.56587767601013,10372,PrF-NB-PoselHP1,127.0.0.1,418.56587767601013,1,5,sqrt,False,9b12d_00003
